drug1id,drug2id,drug1dose,drug2dose,combination_name,cellid,batchid,viability1,viability2,viability3,viability4,mu/muMax_published,X/X0_published
Carboplatin,MK-8669,0.825,5e-04,Carboplatin & MK-8669,A2780,1,0.227,0.181,0.209,0.17,0.365,0.415
Carboplatin,MK-8669,0.825,0.00223,Carboplatin & MK-8669,A2780,1,0.315,0.196,0.317,0.225,0.492,0.494
Carboplatin,MK-8669,0.825,0.01,Carboplatin & MK-8669,A2780,1,0.327,0.199,0.396,0.228,0.503,0.502
Carboplatin,Sunitinib,0.825,0.625,Carboplatin & Sunitinib,A2780,1,0.22,0.112,0.192,0.239,0.387,0.427
Carboplatin,Sunitinib,0.825,1.25,Carboplatin & Sunitinib,A2780,1,0.238,0.199,0.229,0.228,0.427,0.452
Carboplatin,Sunitinib,0.825,2.5,Carboplatin & Sunitinib,A2780,1,0.205,0.163,0.202,0.204,0.381,0.424
Carboplatin,Sunitinib,0.825,5,Carboplatin & Sunitinib,A2780,1,0.044,0.017,0.033,0.022,-0.392,0.145
Cyclophosphamide,ABT-888,0.35,0.35,Cyclophosphamide & ABT-888,A2780,1,0.225,0.223,0.166,0.198,0.395,0.432
Cyclophosphamide,ABT-888,0.35,1.08,Cyclophosphamide & ABT-888,A2780,1,0.127,0.089,0.097,0.122,0.142,0.304
Cyclophosphamide,ABT-888,0.35,3.25,Cyclophosphamide & ABT-888,A2780,1,0.057,0.052,0.046,0.048,-0.164,0.199
Cyclophosphamide,ABT-888,0.35,10,Cyclophosphamide & ABT-888,A2780,1,0.018,0.016,0.016,0.019,-0.577,0.112
Cyclophosphamide,BEZ-235,0.35,0.0045,Cyclophosphamide & BEZ-235,A2780,1,0.77,0.854,0.775,0.805,0.909,0.881
Cyclophosphamide,BEZ-235,0.35,0.02,Cyclophosphamide & BEZ-235,A2780,1,0.292,0.236,0.209,0.243,0.445,0.463
Cyclophosphamide,BEZ-235,0.35,0.09,Cyclophosphamide & BEZ-235,A2780,1,0.098,0.089,0.092,0.087,0.066,0.274
Cyclophosphamide,BEZ-235,0.35,0.4,Cyclophosphamide & BEZ-235,A2780,1,0.09,0.084,0.082,0.07,0.033,0.262
Cyclophosphamide,Erlotinib,0.35,0.055,Cyclophosphamide & Erlotinib,A2780,1,0.963,1.045,0.985,0.946,0.99,0.986
Cyclophosphamide,Erlotinib,0.35,0.245,Cyclophosphamide & Erlotinib,A2780,1,0.83,0.844,0.881,0.752,0.931,0.909
Cyclophosphamide,Erlotinib,0.35,1.1,Cyclophosphamide & Erlotinib,A2780,1,0.011,0.013,0.013,0.015,-0.698,0.095
Cyclophosphamide,Erlotinib,0.35,5,Cyclophosphamide & Erlotinib,A2780,1,0.015,0.028,0.016,0.019,-0.569,0.114
Cyclophosphamide,PD325901,0.35,0.0011,Cyclophosphamide & PD325901,A2780,1,0.728,0.906,0.034,0.913,0.921,0.897
Cyclophosphamide,PD325901,0.35,0.005,Cyclophosphamide & PD325901,A2780,1,0.724,0.929,0.96,0.891,0.963,0.95
Cyclophosphamide,PD325901,0.35,0.0223,Cyclophosphamide & PD325901,A2780,1,0.605,0.647,0.741,0.779,0.858,0.821
Cyclophosphamide,PD325901,0.35,0.1,Cyclophosphamide & PD325901,A2780,1,0.44,0.697,0.56,0.547,0.77,0.727
Cyclophosphamide,Zolinza,0.35,0.0925,Cyclophosphamide & Zolinza,A2780,1,1.012,0.795,0.938,0.812,0.948,0.931
Cyclophosphamide,Zolinza,0.35,0.325,Cyclophosphamide & Zolinza,A2780,1,0.631,0.594,0.393,0.275,0.726,0.684
Cyclophosphamide,Zolinza,0.35,1.15,Cyclophosphamide & Zolinza,A2780,1,0.145,0.152,0.145,0.121,0.25,0.353
Cyclophosphamide,Zolinza,0.35,4,Cyclophosphamide & Zolinza,A2780,1,0.062,0.06,0.064,,-0.08,0.224
Dasatinib,Dinaciclib,0.024,0.000925,Dasatinib & Dinaciclib,A2780,1,1.093,0.961,0.947,0.798,0.982,0.975
Dasatinib,Dinaciclib,0.024,0.00325,Dasatinib & Dinaciclib,A2780,1,0.752,0.671,0.675,0.639,0.846,0.808
Dasatinib,Dinaciclib,0.024,0.0115,Dasatinib & Dinaciclib,A2780,1,0.255,0.25,0.269,0.333,0.48,0.486
Dasatinib,Dinaciclib,0.024,0.04,Dasatinib & Dinaciclib,A2780,1,0.124,0.121,0.14,0.118,0.184,0.323
Dasatinib,Sorafenib,0.024,2.5,Dasatinib & Sorafenib,A2780,1,0.66,0.573,0.644,0.53,0.807,0.765
Dasatinib,Sorafenib,0.024,5,Dasatinib & Sorafenib,A2780,1,0.399,0.359,0.448,0.38,0.634,0.602
Dasatinib,Sorafenib,0.024,10,Dasatinib & Sorafenib,A2780,1,0.034,0.021,0.048,0.028,-0.347,0.154
Dasatinib,Sorafenib,0.024,20,Dasatinib & Sorafenib,A2780,1,0.001,0,0,0.001,-1.683,0.024
Dexamethasone,AZD1775,0.35,0.0325,Dexamethasone & AZD1775,A2780,1,0.378,0.241,0.284,0.303,0.524,0.517
Dexamethasone,AZD1775,0.35,0.08,Dexamethasone & AZD1775,A2780,1,0.136,0.119,0.106,0.114,0.164,0.314
Dexamethasone,AZD1775,0.35,0.2,Dexamethasone & AZD1775,A2780,1,0.091,0.087,0.117,0.088,0.063,0.273
Dexamethasone,AZD1775,0.35,0.5,Dexamethasone & AZD1775,A2780,1,0.068,0.089,0.076,0.071,-0.014,0.245
Dexamethasone,Dinaciclib,0.35,0.000925,Dexamethasone & Dinaciclib,A2780,1,1.039,0.923,0.824,0.95,0.975,0.965
Dexamethasone,Dinaciclib,0.35,0.00325,Dexamethasone & Dinaciclib,A2780,1,0.525,0.423,0.387,0.349,0.649,0.615
Dexamethasone,Dinaciclib,0.35,0.0115,Dexamethasone & Dinaciclib,A2780,1,0.065,0.096,0.072,0.068,-0.035,0.238
Dexamethasone,Dinaciclib,0.35,0.04,Dexamethasone & Dinaciclib,A2780,1,0.022,0.05,0.026,0.025,-0.426,0.138
Dexamethasone,MK-2206,0.35,0.045,Dexamethasone & MK-2206,A2780,1,0.978,0.854,0.918,1.008,0.979,0.971
Dexamethasone,MK-2206,0.35,0.2,Dexamethasone & MK-2206,A2780,1,0.966,0.887,0.891,0.926,0.963,0.95
Dexamethasone,MK-2206,0.35,0.9,Dexamethasone & MK-2206,A2780,1,0.91,0.877,0.918,0.863,0.956,0.941
Dexamethasone,MK-2206,0.35,4,Dexamethasone & MK-2206,A2780,1,0.662,0.793,0.741,0.734,0.882,0.849
Dexamethasone,MK-8776,0.35,0.0925,Dexamethasone & MK-8776,A2780,1,0.742,0.636,0.742,0.773,0.884,0.852
Dexamethasone,MK-8776,0.35,0.325,Dexamethasone & MK-8776,A2780,1,0.239,0.24,0.282,0.234,0.445,0.463
Dexamethasone,MK-8776,0.35,1.15,Dexamethasone & MK-8776,A2780,1,0.088,0.097,0.114,0.099,0.097,0.286
Dexamethasone,MK-8776,0.35,4,Dexamethasone & MK-8776,A2780,1,0.089,0.091,0.078,0.087,0.055,0.27
Dexamethasone,Temozolomide,0.35,2.75,Dexamethasone & Temozolomide,A2780,1,1.028,0.912,0.841,1.093,0.988,0.984
Dexamethasone,Temozolomide,0.35,12.3,Dexamethasone & Temozolomide,A2780,1,0.91,0.913,0.768,0.953,0.964,0.951
Dexamethasone,Temozolomide,0.35,55,Dexamethasone & Temozolomide,A2780,1,0.003,0.003,0.004,0,-1.215,0.046
Dexamethasone,Temozolomide,0.35,250,Dexamethasone & Temozolomide,A2780,1,0.001,0.001,0,0,-1.683,0.024
Doxorubicin,ABT-888,0.0108,0.35,Doxorubicin & ABT-888,A2780,1,0.706,0.547,0.592,0.536,0.781,0.739
Doxorubicin,ABT-888,0.0108,1.08,Doxorubicin & ABT-888,A2780,1,0.361,0.479,0.487,0.474,0.712,0.671
Doxorubicin,ABT-888,0.0108,3.25,Doxorubicin & ABT-888,A2780,1,0.475,0.527,0.392,0.46,0.705,0.664
Doxorubicin,ABT-888,0.0108,10,Doxorubicin & ABT-888,A2780,1,0.663,0.584,0.64,0.617,0.82,0.779
Doxorubicin,BEZ-235,0.0108,0.0045,Doxorubicin & BEZ-235,A2780,1,0.988,0.905,0.014,0.975,0.976,0.967
Doxorubicin,BEZ-235,0.0108,0.02,Doxorubicin & BEZ-235,A2780,1,0.996,0.827,0.916,0.835,0.948,0.931
Doxorubicin,BEZ-235,0.0108,0.09,Doxorubicin & BEZ-235,A2780,1,0.016,0.025,0.013,0.019,-0.569,0.114
Doxorubicin,BEZ-235,0.0108,0.4,Doxorubicin & BEZ-235,A2780,1,0.021,0.02,0.016,0.016,-0.562,0.115
Doxorubicin,Dinaciclib,0.0108,0.000925,Doxorubicin & Dinaciclib,A2780,1,0.941,0.992,1.037,0.946,0.988,0.983
Doxorubicin,Dinaciclib,0.0108,0.00325,Doxorubicin & Dinaciclib,A2780,1,0.96,0.912,1.048,0.836,0.974,0.965
Doxorubicin,Dinaciclib,0.0108,0.0115,Doxorubicin & Dinaciclib,A2780,1,0.771,0.635,0.593,0.678,0.837,0.797
Doxorubicin,Dinaciclib,0.0108,0.04,Doxorubicin & Dinaciclib,A2780,1,0.235,0.294,0.266,0.285,0.499,0.499
Doxorubicin,L778123,0.0108,0.325,Doxorubicin & L778123,A2780,1,0.992,1.034,0.959,0.868,0.99,0.987
Doxorubicin,L778123,0.0108,0.8,Doxorubicin & L778123,A2780,1,0.981,0.874,1.067,0.951,0.987,0.982
Doxorubicin,L778123,0.0108,2,Doxorubicin & L778123,A2780,1,1.06,0.988,1.068,0.862,1.009,1.013
Doxorubicin,L778123,0.0108,5,Doxorubicin & L778123,A2780,1,0.354,0.147,0.349,0.296,0.561,0.544
Doxorubicin,MK-2206,0.0108,0.045,Doxorubicin & MK-2206,A2780,1,0.884,0.739,0.78,0.744,0.895,0.864
Doxorubicin,MK-2206,0.0108,0.2,Doxorubicin & MK-2206,A2780,1,0.622,0.63,0.551,0.569,0.799,0.757
Doxorubicin,MK-2206,0.0108,0.9,Doxorubicin & MK-2206,A2780,1,0.408,0.441,0.398,0.398,0.647,0.613
Doxorubicin,MK-2206,0.0108,4,Doxorubicin & MK-2206,A2780,1,0.293,0.273,0.25,0.23,0.479,0.486
Doxorubicin,MK-5108,0.0108,0.075,Doxorubicin & MK-5108,A2780,1,0.755,0.865,0.742,0.758,0.892,0.861
Doxorubicin,MK-5108,0.0108,0.225,Doxorubicin & MK-5108,A2780,1,0.522,0.614,0.532,0.598,0.778,0.735
Doxorubicin,MK-5108,0.0108,0.675,Doxorubicin & MK-5108,A2780,1,0.245,0.201,0.244,0.253,0.453,0.468
Doxorubicin,MK-5108,0.0108,2,Doxorubicin & MK-5108,A2780,1,0.172,0.181,0.189,0.17,0.326,0.393
Doxorubicin,MK-8776,0.0108,0.0925,Doxorubicin & MK-8776,A2780,1,0.911,0.984,0.993,1.02,0.995,0.994
Doxorubicin,MK-8776,0.0108,0.325,Doxorubicin & MK-8776,A2780,1,0.746,0.715,0.734,0.793,0.883,0.851
Doxorubicin,MK-8776,0.0108,1.15,Doxorubicin & MK-8776,A2780,1,0.442,0.483,0.448,0.502,0.703,0.662
Doxorubicin,MK-8776,0.0108,4,Doxorubicin & MK-8776,A2780,1,0.267,0.252,0.221,0.302,0.476,0.484
Doxorubicin,Sorafenib,0.0108,2.5,Doxorubicin & Sorafenib,A2780,1,0.802,0.979,0.782,0.917,0.941,0.922
Doxorubicin,Sorafenib,0.0108,5,Doxorubicin & Sorafenib,A2780,1,0.453,0.549,0.478,0.494,0.72,0.678
Doxorubicin,Sorafenib,0.0108,10,Doxorubicin & Sorafenib,A2780,1,0.268,0.298,0.323,0.4,0.546,0.533
Doxorubicin,Sorafenib,0.0108,20,Doxorubicin & Sorafenib,A2780,1,0.277,0.272,0.329,0.297,0.516,0.511
Doxorubicin,Temozolomide,0.0108,2.75,Doxorubicin & Temozolomide,A2780,1,0.85,0.952,0.859,0.942,0.959,0.945
Doxorubicin,Temozolomide,0.0108,12.3,Doxorubicin & Temozolomide,A2780,1,0.834,0.578,0.866,0.641,0.882,0.849
Doxorubicin,Temozolomide,0.0108,55,Doxorubicin & Temozolomide,A2780,1,0.427,0.454,0.439,0.374,0.675,0.637
Doxorubicin,Temozolomide,0.0108,250,Doxorubicin & Temozolomide,A2780,1,0.517,0.534,0.432,0.423,0.71,0.669
Doxorubicin,geldanamycin,0.0108,0.0223,Doxorubicin & geldanamycin,A2780,1,0.962,0.879,0.971,0.918,0.976,0.967
Doxorubicin,geldanamycin,0.0108,0.1,Doxorubicin & geldanamycin,A2780,1,0.516,0.563,0.612,0.674,0.794,0.751
Doxorubicin,geldanamycin,0.0108,0.45,Doxorubicin & geldanamycin,A2780,1,0.114,0.133,0.201,0.217,0.305,0.381
Doxorubicin,geldanamycin,0.0108,2,Doxorubicin & geldanamycin,A2780,1,0.074,0.064,0.069,0.08,-0.025,0.241
Erlotinib,Bortezomib,0.055,0.00045,Erlotinib & Bortezomib,A2780,1,0.868,0.817,0.788,0.73,0.915,0.888
Erlotinib,Bortezomib,0.055,0.002,Erlotinib & Bortezomib,A2780,1,0.686,0.62,0.724,0.599,0.835,0.795
Erlotinib,Bortezomib,0.055,0.009,Erlotinib & Bortezomib,A2780,1,0.435,0.544,0.464,0.633,0.734,0.691
Erlotinib,Bortezomib,0.055,0.04,Erlotinib & Bortezomib,A2780,1,0.435,0.462,0.45,0.403,0.684,0.645
Erlotinib,Oxaliplatin,0.055,0.75,Erlotinib & Oxaliplatin,A2780,1,0.917,0.922,0.773,0.865,0.955,0.94
Erlotinib,Oxaliplatin,0.055,2.25,Erlotinib & Oxaliplatin,A2780,1,0.888,0.831,0.266,0.746,0.908,0.88
Erlotinib,Oxaliplatin,0.055,6.75,Erlotinib & Oxaliplatin,A2780,1,0.46,0.551,0.482,0.461,0.708,0.667
Erlotinib,Oxaliplatin,0.055,20,Erlotinib & Oxaliplatin,A2780,1,0.182,0.152,0.18,0.144,0.302,0.38
Erlotinib,Topotecan,0.055,0.0223,Erlotinib & Topotecan,A2780,1,0.647,0.53,0.566,0.537,0.769,0.726
Erlotinib,Topotecan,0.055,0.0775,Erlotinib & Topotecan,A2780,1,0.295,0.408,0.344,0.389,0.61,0.582
Erlotinib,Topotecan,0.055,0.275,Erlotinib & Topotecan,A2780,1,0.127,0.078,0.052,0.033,-0.061,0.23
Erlotinib,Topotecan,0.055,1,Erlotinib & Topotecan,A2780,1,0,0.001,0.001,0.001,-1.605,0.027
Etoposide,BEZ-235,0.045,0.0045,Etoposide & BEZ-235,A2780,1,0.309,0.23,0.317,0.398,0.549,0.535
Etoposide,BEZ-235,0.045,0.02,Etoposide & BEZ-235,A2780,1,0.128,0.112,0.114,0.11,0.153,0.309
Etoposide,BEZ-235,0.045,0.09,Etoposide & BEZ-235,A2780,1,0.091,0.097,0.115,0.103,0.106,0.29
Etoposide,BEZ-235,0.045,0.4,Etoposide & BEZ-235,A2780,1,0.07,0.072,0.074,0.087,-0.017,0.244
Etoposide,Erlotinib,0.045,0.055,Etoposide & Erlotinib,A2780,1,0.784,0.983,0.913,1.038,0.979,0.972
Etoposide,Erlotinib,0.045,0.245,Etoposide & Erlotinib,A2780,1,0.462,0.551,0.456,0.448,0.698,0.658
Etoposide,Erlotinib,0.045,1.1,Etoposide & Erlotinib,A2780,1,0.102,0.067,0.096,0.077,0.049,0.268
Etoposide,Erlotinib,0.045,5,Etoposide & Erlotinib,A2780,1,0.034,0.034,0.03,0.027,-0.336,0.157
Etoposide,MK-8776,0.045,0.0925,Etoposide & MK-8776,A2780,1,0.117,0.099,0.099,0.107,0.118,0.294
Etoposide,MK-8776,0.045,0.325,Etoposide & MK-8776,A2780,1,0.09,0.107,0.093,0.089,0.072,0.276
Etoposide,MK-8776,0.045,1.15,Etoposide & MK-8776,A2780,1,0.008,0.002,0.003,0.002,-1.344,0.039
Etoposide,MK-8776,0.045,4,Etoposide & MK-8776,A2780,1,0.002,0.004,0.002,0.002,-1.394,0.036
Etoposide,Temozolomide,0.045,2.75,Etoposide & Temozolomide,A2780,1,0.109,0.088,0.099,0.118,0.12,0.295
Etoposide,Temozolomide,0.045,12.3,Etoposide & Temozolomide,A2780,1,0.102,0.098,0.087,0.113,0.105,0.289
Etoposide,Temozolomide,0.045,55,Etoposide & Temozolomide,A2780,1,0.087,0.089,0.086,0.108,0.057,0.271
Etoposide,Temozolomide,0.045,250,Etoposide & Temozolomide,A2780,1,0.097,0.091,0.097,0.105,0.093,0.284
Gemcitabine,AZD1775,0.00125,0.0325,Gemcitabine & AZD1775,A2780,1,0.096,0.102,0.103,0.09,0.102,0.288
Gemcitabine,AZD1775,0.00125,0.08,Gemcitabine & AZD1775,A2780,1,0.107,0.101,0.095,0.105,0.117,0.294
Gemcitabine,AZD1775,0.00125,0.2,Gemcitabine & AZD1775,A2780,1,0.073,0.071,0.073,0.072,-0.019,0.244
Gemcitabine,AZD1775,0.00125,0.5,Gemcitabine & AZD1775,A2780,1,0.056,0.049,0.063,0.042,-0.144,0.205
Gemcitabine,Dinaciclib,0.00125,0.000925,Gemcitabine & Dinaciclib,A2780,1,0.109,0.107,0.097,0.092,0.113,0.293
Gemcitabine,Dinaciclib,0.00125,0.00325,Gemcitabine & Dinaciclib,A2780,1,0.107,0.105,0.092,0.097,0.11,0.291
Gemcitabine,Dinaciclib,0.00125,0.0115,Gemcitabine & Dinaciclib,A2780,1,0.097,0.085,0.108,0.082,0.069,0.275
Gemcitabine,Dinaciclib,0.00125,0.04,Gemcitabine & Dinaciclib,A2780,1,0.071,0.069,0.063,0.061,-0.057,0.231
Gemcitabine,MK-4827,0.00125,0.223,Gemcitabine & MK-4827,A2780,1,0.111,0.099,0.084,0.088,0.081,0.28
Gemcitabine,MK-4827,0.00125,0.775,Gemcitabine & MK-4827,A2780,1,0.091,0.087,0.078,0.079,0.033,0.262
Gemcitabine,MK-4827,0.00125,2.75,Gemcitabine & MK-4827,A2780,1,0.044,0.042,0.033,0.041,-0.232,0.181
Gemcitabine,MK-4827,0.00125,10,Gemcitabine & MK-4827,A2780,1,0.008,0.011,0.008,0.008,-0.857,0.076
Gemcitabine,MK-8669,0.00125,0.00011,Gemcitabine & MK-8669,A2780,1,1.003,1.033,1.007,1.101,1.008,1.011
Gemcitabine,MK-8669,0.00125,5e-04,Gemcitabine & MK-8669,A2780,1,0.987,0.92,0.859,1.024,0.982,0.975
Gemcitabine,MK-8669,0.00125,0.00223,Gemcitabine & MK-8669,A2780,1,0.926,0.945,0.849,0.859,0.956,0.941
Gemcitabine,MK-8669,0.00125,0.01,Gemcitabine & MK-8669,A2780,1,0.854,0.803,0.728,0.766,0.906,0.878
Gemcitabine,Sunitinib,0.00125,0.625,Gemcitabine & Sunitinib,A2780,1,0.749,0.814,0.937,0.851,0.929,0.906
Gemcitabine,Sunitinib,0.00125,1.25,Gemcitabine & Sunitinib,A2780,1,0.218,0.212,0.273,0.222,0.412,0.442
Gemcitabine,Sunitinib,0.00125,2.5,Gemcitabine & Sunitinib,A2780,1,0.092,0.087,0.086,0.093,0.063,0.273
Gemcitabine,Sunitinib,0.00125,5,Gemcitabine & Sunitinib,A2780,1,0.089,0.087,0.06,0.078,0.032,0.261
L778123,AZD1775,0.325,0.0325,L778123 & AZD1775,A2780,1,0.72,0.659,0.632,0.799,0.855,0.818
L778123,AZD1775,0.325,0.08,L778123 & AZD1775,A2780,1,0.556,0.571,0.541,0.52,0.767,0.724
L778123,AZD1775,0.325,0.2,L778123 & AZD1775,A2780,1,0.413,0.507,0.568,0.451,0.714,0.673
L778123,AZD1775,0.325,0.5,L778123 & AZD1775,A2780,1,0.749,0.684,0.772,0.628,0.871,0.836
L778123,Dinaciclib,0.325,0.000925,L778123 & Dinaciclib,A2780,1,1.04,1.088,1.136,1.017,1.024,1.034
L778123,Dinaciclib,0.325,0.00325,L778123 & Dinaciclib,A2780,1,0.99,0.831,0.786,0.828,0.927,0.904
L778123,Dinaciclib,0.325,0.0115,L778123 & Dinaciclib,A2780,1,0.009,0.014,0.011,,-0.768,0.086
L778123,Dinaciclib,0.325,0.04,L778123 & Dinaciclib,A2780,1,0.019,0.016,0.016,0.023,-0.565,0.114
L778123,MK-8776,0.325,0.0925,L778123 & MK-8776,A2780,1,0.343,0.941,0.949,1.148,0.978,0.97
L778123,MK-8776,0.325,0.325,L778123 & MK-8776,A2780,1,0.324,0.941,1.01,1.001,0.989,0.984
L778123,MK-8776,0.325,1.15,L778123 & MK-8776,A2780,1,0.294,0.754,0.853,0.765,0.893,0.862
L778123,MK-8776,0.325,4,L778123 & MK-8776,A2780,1,0.243,0.532,0.5,0.488,0.726,0.684
L778123,Sorafenib,0.325,2.5,L778123 & Sorafenib,A2780,1,0.391,0.89,0.736,0.5,0.813,0.772
L778123,Sorafenib,0.325,5,L778123 & Sorafenib,A2780,1,0.563,0.669,0.244,0.577,0.782,0.739
L778123,Sorafenib,0.325,10,L778123 & Sorafenib,A2780,1,0.182,0.165,0.174,0.154,0.312,0.385
L778123,Sorafenib,0.325,20,L778123 & Sorafenib,A2780,1,0.073,0.084,0.092,0.071,0.01,0.254
L778123,Vinorelbine,0.325,0.000325,L778123 & Vinorelbine,A2780,1,1.019,1.019,0.993,0.991,1.002,1.003
L778123,Vinorelbine,0.325,0.0016,L778123 & Vinorelbine,A2780,1,0.83,0.839,0.774,0.845,0.93,0.907
L778123,Vinorelbine,0.325,0.008,L778123 & Vinorelbine,A2780,1,0.381,0.457,0.423,0.407,0.659,0.623
L778123,Vinorelbine,0.325,0.04,L778123 & Vinorelbine,A2780,1,0.123,0.144,0.12,0.034,0.181,0.321
Lapatinib,BEZ-235,0.055,0.0045,Lapatinib & BEZ-235,A2780,1,0.752,0.733,0.632,0.627,0.852,0.814
Lapatinib,BEZ-235,0.055,0.02,Lapatinib & BEZ-235,A2780,1,0.387,0.306,0.378,0.359,0.612,0.584
Lapatinib,BEZ-235,0.055,0.09,Lapatinib & BEZ-235,A2780,1,0.034,0.016,0.043,0.047,-0.266,0.173
Lapatinib,BEZ-235,0.055,0.4,Lapatinib & BEZ-235,A2780,1,0.003,0.002,0,0.001,-1.563,0.029
Lapatinib,Erlotinib,0.055,0.055,Lapatinib & Erlotinib,A2780,1,0.336,0.245,0.364,0.366,0.592,0.568
Lapatinib,Erlotinib,0.055,0.245,Lapatinib & Erlotinib,A2780,1,0.088,0.121,0.115,0.094,0.124,0.297
Lapatinib,Erlotinib,0.055,1.1,Lapatinib & Erlotinib,A2780,1,0.095,0.081,0.102,0.033,0.055,0.27
Lapatinib,Erlotinib,0.055,5,Lapatinib & Erlotinib,A2780,1,0.077,0.069,0.079,0.073,-0.005,0.248
Lapatinib,MK-8776,0.055,0.0925,Lapatinib & MK-8776,A2780,1,1.14,0.901,1.001,1.063,1.012,1.017
Lapatinib,MK-8776,0.055,0.325,Lapatinib & MK-8776,A2780,1,0.417,0.522,0.481,0.541,0.732,0.69
Lapatinib,MK-8776,0.055,1.15,Lapatinib & MK-8776,A2780,1,0.085,0.063,0.069,0.063,-0.053,0.232
Lapatinib,MK-8776,0.055,4,Lapatinib & MK-8776,A2780,1,0.036,0.034,0.02,0.028,-0.347,0.154
Lapatinib,geldanamycin,0.055,0.0223,Lapatinib & geldanamycin,A2780,1,0.532,0.599,0.578,0.493,0.771,0.728
Lapatinib,geldanamycin,0.055,0.1,Lapatinib & geldanamycin,A2780,1,0.444,0.397,0.485,0.524,0.702,0.662
Lapatinib,geldanamycin,0.055,0.45,Lapatinib & geldanamycin,A2780,1,0.392,0.413,0.41,0.518,0.655,0.62
Lapatinib,geldanamycin,0.055,2,Lapatinib & geldanamycin,A2780,1,0.266,0.356,0.36,0.353,0.597,0.572
MK-2206,Dasatinib,0.045,0.024,MK-2206 & Dasatinib,A2780,1,0.49,0.236,0.482,0.504,0.72,0.678
MK-2206,Dasatinib,0.045,0.12,MK-2206 & Dasatinib,A2780,1,0.528,0.445,0.395,0.428,0.678,0.64
MK-2206,Dasatinib,0.045,0.6,MK-2206 & Dasatinib,A2780,1,0.284,0.271,0.211,0.277,0.497,0.498
MK-2206,Dasatinib,0.045,3,MK-2206 & Dasatinib,A2780,1,0.138,0.154,0.087,0.146,0.242,0.35
MK-2206,MK-8669,0.045,0.01,MK-2206 & MK-8669,A2780,1,0.399,0.51,0.454,0.469,0.7,0.659
MK-2206,MK-8776,0.045,0.0925,MK-2206 & MK-8776,A2780,1,0.216,0.207,0.2,0.201,0.382,0.425
MK-2206,MK-8776,0.045,0.325,MK-2206 & MK-8776,A2780,1,0.102,0.093,0.08,0.083,0.056,0.27
MK-2206,MK-8776,0.045,1.15,MK-2206 & MK-8776,A2780,1,0.086,0.074,0.082,0.08,0.024,0.258
MK-2206,SN-38,0.045,0.005,MK-2206 & SN-38,A2780,1,0.452,0.555,0.463,0.473,0.705,0.664
MK-2206,Sorafenib,0.045,2.5,MK-2206 & Sorafenib,A2780,1,0.472,0.441,0.459,0.441,0.69,0.651
MK-2206,Sorafenib,0.045,5,MK-2206 & Sorafenib,A2780,1,0.002,0.001,0.004,0.003,-1.335,0.039
MK-2206,Sorafenib,0.045,10,MK-2206 & Sorafenib,A2780,1,0,0,0.001,0,-1.683,0.024
MK-4541,5-FU,0.045,10,MK-4541 & 5-FU,A2780,1,0.402,0.287,0.333,0.422,0.611,0.584
MK-4541,ABT-888,0.045,0.35,MK-4541 & ABT-888,A2780,1,0.24,0.25,0.247,0.255,0.459,0.473
MK-4541,ABT-888,0.045,1.08,MK-4541 & ABT-888,A2780,1,0.244,0.214,0.292,0.298,0.488,0.492
MK-4541,ABT-888,0.045,3.25,MK-4541 & ABT-888,A2780,1,0.253,0.271,0.398,0.395,0.573,0.553
MK-4541,Bortezomib,0.045,0.04,MK-4541 & Bortezomib,A2780,1,0.433,0.469,0.523,0.536,0.728,0.686
MK-4541,Carboplatin,0.045,0.825,MK-4541 & Carboplatin,A2780,1,0.402,0.344,0.368,0.359,0.607,0.58
MK-4541,Carboplatin,0.045,3.25,MK-4541 & Carboplatin,A2780,1,0.015,0.009,0.012,0.012,-0.721,0.092
MK-4541,Carboplatin,0.045,12.5,MK-4541 & Carboplatin,A2780,1,0.02,0.015,0.015,0.013,-0.63,0.104
MK-4541,Dexamethasone,0.045,10,MK-4541 & Dexamethasone,A2780,1,0.508,0.546,0.585,0.474,0.751,0.708
MK-4541,Doxorubicin,0.045,0.0108,MK-4541 & Doxorubicin,A2780,1,0.515,0.509,0.619,0.538,0.751,0.708
MK-4541,Doxorubicin,0.045,0.0325,MK-4541 & Doxorubicin,A2780,1,0.335,0.371,0.392,0.35,0.604,0.578
MK-4541,Doxorubicin,0.045,0.1,MK-4541 & Doxorubicin,A2780,1,0.117,0.153,0.151,0.157,0.269,0.363
MK-4541,Gemcitabine,0.045,0.01,MK-4541 & Gemcitabine,A2780,1,0.346,0.414,0.323,0.397,0.616,0.587
MK-4541,L778123,0.045,0.325,MK-4541 & L778123,A2780,1,0.288,0.279,0.327,0.349,0.542,0.53
MK-4541,L778123,0.045,0.8,MK-4541 & L778123,A2780,1,0.233,0.22,0.232,0.242,0.433,0.456
MK-4541,L778123,0.045,2,MK-4541 & L778123,A2780,1,0.172,0.173,0.229,0.203,0.352,0.407
MK-4541,MK-4827,0.045,10,MK-4541 & MK-4827,A2780,1,0.568,0.504,0.599,0.512,0.761,0.718
MK-4541,MK-5108,0.045,0.075,MK-4541 & MK-5108,A2780,1,0.578,0.412,0.562,0.599,0.782,0.739
MK-4541,MK-5108,0.045,0.225,MK-4541 & MK-5108,A2780,1,0.529,0.512,0.558,0.487,0.746,0.704
MK-4541,MK-5108,0.045,0.675,MK-4541 & MK-5108,A2780,1,0.149,0.123,0.421,0.29,0.411,0.442
